  opid  |              opbl              |     cont      | medida | condicion |   autorizado   |     inicio     |     inicio     |     cierre     |          conocimiento          |                         descripcion                          | bultos |   peso   | volumen | fotosc | fotosm | mc | imo | cantidad_operarios | maq |        operador        | idcont | egresoid | idencode | idegresoencode 
  38911 | HLUSPIL250801730               | HLBU 175216-2 |     40 | PIER      | 16-10-25 19:00 | 17-10-25 13:10 | 17-10-25 13:37 | 17-10-25 13:40 | LIFBUE25080011                 | MUDANZA - VERZANI WILLIAM                                    |      4 |     1966 |      22 |      4 |      2 |  0 |   0 |                    |     | MARCOS AVALOS          |   2862 |      808 | Mjg2Mg== | ODA4
  38909 | HLCUME3250832454               | HLBU 152519-5 |     40 | PIER      | 16-10-25 19:00 | 17-10-25 14:07 | 17-10-25 14:08 | 17-10-25 14:10 | LIFBUE25080019                 | MUDANZA - MATHISON AARON                                     |      8 |     4095 |      45 |      8 |      2 |  0 |   0 |                    |     | MARCOS AVALOS          |   2860 |      809 | Mjg2MA== | ODA5
  38876 | GILSH250700114                 | UETU 757474-3 |     40 | PIER      | 15-10-25 12:30 | 16-10-25 15:35 | 16-10-25 15:36 | 17-10-25 11:54 | GILSH250700114                 | BICYCLE                                                      |    307 |     5802 |      66 |      8 |      4 |  1 |   0 |                    |     | Franco Perez           |   2845 |      810 | Mjg0NQ== | ODEw
  38575 | NAM9443883                     | PRSU 156237-8 |     20 | PIER      | 30-09-25 19:30 | 01-10-25 13:33 | 01-10-25 13:37 | 01-10-25 14:21 | LIFBUE25090022                 | DE SANTO LUZ                                                 |     84 |     1615 |      14 |      6 |     10 |  0 |   0 |                    |     | Nicolas Nuñez          |   2705 |      811 | MjcwNQ== | ODEx
  38556 | 257630406                      | MRSU 630293-5 |     40 | PIER      | 30-09-25 14:30 | 01-10-25 14:24 | 01-10-25 17:59 | 02-10-25 08:55 | 2025081412195-01               | CFV SAS COFFEE BEANS                                         |    213 |    14521 |      25 |      0 |      8 |  1 |   0 |                    |     | MARCOS AVALOS          |   2702 |      812 | MjcwMg== | ODEy
  38574 | SSZ123761RCS                   | CMAU 715026-5 |     40 | PIER      | 30-09-25 19:30 | 02-10-25 17:42 | 02-10-25 19:39 | 03-10-25 08:06 | LIFBUE25090029                 | WEISS FEDERICA                                               |    208 |     4980 |      65 |      0 |     16 |  1 |   0 |                    |     | Gabriel Jurado         |   2706 |      813 | MjcwNg== | ODEz
  35855 | CFPU25252600013                | FFAU 383926-0 |     40 | PIER      | 03-06-25 11:13 | 04-06-25 13:58 | 04-06-25 15:32 | 04-06-25 15:32 | CFPU25252600013                | REMERAS                                                      |    580 |     6169 |      36 |      6 |     44 |  1 |   0 |                    |     | MARCOS AVALOS          |   1953 |      814 | MTk1Mw== | ODE0
  36672 | TPNGBSG25056020                | HDMU 271974-1 |     20 | PIER      | 10-07-25 11:04 | 10-07-25 15:05 | 10-07-25 15:08 | 10-07-25 15:44 | TPNGBSG25056020                | ACCECOSRIOS DE TUBERIAS                                      |     32 |    15266 |      27 |     16 |      6 |  1 |   0 |                    |     | Franco Perez           |   2134 |      815 | MjEzNA== | ODE1
  38544 | CDOLX251009                    | TCNU 478400-9 |     40 | PIER      | 30-09-25 16:00 | 01-10-25 10:04 | 01-10-25 13:57 | 01-10-25 14:21 | LIFBUE25090028                 | ZWAAL LUCIANO JAVIER                                         |    271 |     5679 |      57 |      0 |     22 |  1 |   0 |                    |     | MARCOS AVALOS          |   2693 |      816 | MjY5Mw== | ODE2
  39005 | TSN25080034                    | SUDU 769056-6 |     20 | PIER      | 21-10-25 21:30 | 22-10-25 11:49 | 22-10-25 14:36 | 22-10-25 14:40 | TSN25080034                    | TABULAR ALUMINA                                              |     25 |    25050 |      25 |      4 |      3 |    |     |                    |     |                        |   2891 |      817 | Mjg5MQ== | ODE3
  39005 | TSN25080034                    | MSKU 731057-5 |     20 | PIER      | 21-10-25 21:00 | 22-10-25 11:48 | 22-10-25 14:37 | 22-10-25 14:40 | TSN25080034                    | TABULAR ALUMINA                                              |     25 |    25050 |      25 |      0 |      3 |    |     |                    |     |                        |   2890 |      818 | Mjg5MA== | ODE4
  39005 | TSN25080034                    | MSKU 578243-8 |     20 | PIER      | 21-10-25 21:00 | 22-10-25 11:49 | 22-10-25 14:37 | 22-10-25 14:40 | TSN25080034                    | TABULAR ALUMINA                                              |     25 |    25050 |      25 |     30 |      3 |    |     |                    |     |                        |   2893 |      819 | Mjg5Mw== | ODE5
  39005 | TSN25080034                    | MRSU 009119-9 |     20 | PIER      | 21-10-25 21:00 | 22-10-25 11:49 | 22-10-25 14:37 | 22-10-25 14:40 | TSN25080034                    | TABULAR ALUMINA                                              |     25 |    25050 |      25 |     24 |      3 |    |     |                    |     |                        |   2892 |      820 | Mjg5Mg== | ODIw
  38793 | MEDUOO311833                   | BMOU 470500-6 |     40 | PIER      | 10-10-25 13:00 | 10-10-25 14:13 | 10-10-25 15:35 | 10-10-25 16:27 | MEDUOO311833                   | COLOTRANTES                                                  |     40 |    26979 |      60 |      0 |      1 |  0 |   0 |                    |     | Gabriel Jurado         |   2810 |      821 | MjgxMA== | ODIx
  38526 | JSL/NSA/02546A                 | APZU 376616-0 |     20 | PIER      | 26-09-25 17:30 | 29-09-25 08:22 | 29-09-25 09:11 | 29-09-25 10:07 | JSL/NSA/02546A                 | FUAZINAM                                                     |     20 |    16060 |      25 |      8 |      8 |  1 |   1 |                    |     | Gabriel Jurado         |   2685 |      822 | MjY4NQ== | ODIy
  38556 | 257630406                      | MRSU 630293-5 |     40 | PIER      | 30-09-25 14:30 | 01-10-25 14:24 | 01-10-25 17:59 | 02-10-25 08:55 | 2025081412195-02               | GOTA NEGRA SRL -  COFFEE BEANS                               |    169 |    11578 |      25 |      0 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   2702 |      823 | MjcwMg== | ODIz
  38768 | JSL/NSA//2575A                 | KOCU 217001-8 |     20 | PIER      | 10-10-25 11:00 | 10-10-25 11:59 | 10-10-25 12:00 | 10-10-25 12:03 | JSL/NSA//2575A                 | FLUAZINAM                                                    |     20 |    16060 |      25 |      0 |      2 |  0 |   0 |                    |     | MARCOS AVALOS          |   2793 |      824 | Mjc5Mw== | ODI0
  38448 | MEDUJZ371843                   | DRYU 908880-2 |     40 | PIER      | 24-09-25 11:30 | 26-09-25 10:07 | 26-09-25 11:43 | 26-09-25 14:11 | LIFBUE25090020                 | MUDANZA BERGEROT JAVIER                                      |    410 |     6304 |      70 |      0 |      8 |  0 |   0 |                    |     | Gabriel Jurado         |   2651 |      826 | MjY1MQ== | ODI2
  38776 | NB250865413                    | EMCU 897415-9 |     40 | PIER      | 10-10-25 14:30 | 14-10-25 23:38 | 14-10-25 23:39 | 15-10-25 15:34 | NB250865413                    | HOUSEWARE                                                    |    511 |     6595 |      70 |      0 |      4 |  1 |   0 |                    |     | Franco Perez           |   2780 |      827 | Mjc4MA== | ODI3
  38457 | HLCUBC1250731630               | TCKU 361978-8 |      0 | PIER      | 24-09-25 11:00 | 25-09-25 19:23 | 25-09-25 19:58 | 25-09-25 21:03 | MVANES250909                   | MUDANZA TREBLINER ANDRES                                     |    149 |     2300 |      33 |      0 |      4 |  0 |   0 |                    |     | Gabriel Jurado         |   2657 |      828 | MjY1Nw== | ODI4
  38776 | NB250865413                    | EITU 161624-7 |     40 | PIER      | 10-10-25 14:30 | 14-10-25 21:45 | 14-10-25 21:56 | 15-10-25 15:34 | NB250865413                    | HOUSEWARE                                                    |    528 |     7970 |      70 |      4 |      6 |  1 |   0 |                    |     | Franco Perez           |   2781 |      829 | Mjc4MQ== | ODI5
  38776 | NB250865413                    | FFAU 487001-7 |     40 | PIER      | 10-10-25 14:30 | 14-10-25 18:49 | 14-10-25 19:31 | 14-10-25 20:55 | NB250865413                    | HOUSEWARE                                                    |    625 |     6740 |      70 |      0 |      0 |  1 |   0 |                    |     | Gabriel Jurado         |   2783 |      830 | Mjc4Mw== | ODMw
  38550 | HLCUDX3250542718               | HLBU 111743-9 |     20 | PIER      | 30-09-25 15:30 | 01-10-25 18:19 | 01-10-25 18:21 | 02-10-25 08:47 | ARBAIT290925                   | MUDANZALEDESMA DALL ASTA JULIA                               |    119 |     2540 |      24 |      0 |     12 |  0 |   0 |                    |     | Nicolas Nuñez          |   2696 |      831 | MjY5Ng== | ODMx
  38776 | NB250865413                    | DRYU 984682-0 |     40 | PIER      | 10-10-25 14:30 | 15-10-25 13:50 | 15-10-25 13:58 | 15-10-25 15:33 | NB250865413                    | HOUSEWARE                                                    |    672 |     9710 |      70 |      4 |      7 |  1 |   0 |                    |     | Franco Perez           |   2782 |      832 | Mjc4Mg== | ODMy
  39053 | SYNTAO25SE071041               | MSMU 148165-3 |     20 | PIER      | 23-10-25 21:30 | 24-10-25 17:57 | 24-10-25 18:00 | 24-10-25 18:00 | SYNTAO25SE071041               | WOVEN CAPS                                                   |     60 |     3725 |      26 |      4 |      6 |  0 |   0 |                    |     | Alan Santibañez        |   2926 |      833 | MjkyNg== | ODMz
  38795 | HLCULE1250826545               | UACU 415023-8 |     20 | PIER      | 13-10-25 20:00 | 14-10-25 14:32 | 14-10-25 14:40 | 14-10-25 14:46 | MVANES20252509                 | RISIO NICOLAS / EFECTOS PERSONALES                           |    145 |     3600 |      36 |      0 |      0 |    |     |                    |     |                        |   2808 |      834 | MjgwOA== | ODM0
  39096 | MEDUT1318616                   | CAIU 302719-9 |     20 | PIER      | 27-10-25 12:00 | 27-10-25 17:27 | 27-10-25 17:41 | 27-10-25 17:42 | MEDUT1318616                   | NATURAL GRAPHITE                                             |     20 |    20480 |      30 |      0 |      4 |  0 |   0 |                    |     | Franco Perez           |   2950 |      835 | Mjk1MA== | ODM1
  38555 | MEDUJZ727077                   | MSDU 458869-6 |     40 | PIER      | 30-09-25 15:30 | 03-10-25 09:17 | 03-10-25 11:31 | 03-10-25 11:37 | LIFBUE25090023                 | RIOS EDUARDO / EFECTGOS PERSONALES                           |    223 |     4698 |      60 |      0 |      8 |  1 |   0 |                    |     | MARCOS AVALOS          |   2699 |      836 | MjY5OQ== | ODM2
  39096 | MEDUT1318616                   | MSMU 237266-2 |     20 | PIER      | 27-10-25 12:30 | 27-10-25 14:06 | 27-10-25 14:34 | 27-10-25 14:35 | MEDUT1318616                   | NATURAL GRAPHITE                                             |     20 |    20480 |      30 |      0 |      4 |  0 |   0 |                    |     | Franco Perez           |   2951 |      837 | Mjk1MQ== | ODM3
  38907 | 257083804                      | MSKU 353878-3 |     20 | PIER      | 16-10-25 19:30 | 17-10-25 15:29 | 17-10-25 15:36 | 17-10-25 15:40 | MVANES20250308                 | MUDANZA - CHIESA FLORENCIA                                   |     69 |     1000 |      10 |      6 |      2 |  0 |   0 |                    |     | MARCOS AVALOS          |   2855 |      838 | Mjg1NQ== | ODM4
  38777 | ONEYLIVF24598700               | TCLU 717555-0 |     20 | PIER      | 13-10-25 20:30 | 13-10-25 22:49 | 14-10-25 12:08 | 14-10-25 12:09 | LIFBUE2510003                  | BRIGANTE ROBERTO / EFECTOS PERSONALES                        |    169 |     2900 |      30 |      0 |      2 |  0 |   0 |                    |     | Gabriel Jurado         |   2787 |      839 | Mjc4Nw== | ODM5
  39034 | COSU6426736450                 | OOCU 749009-2 |     40 | PIER      | 22-10-25 22:00 | 23-10-25 19:39 | 23-10-25 20:01 | 23-10-25 20:05 | 6426736450                     | TAVARES MAGDALENA                                            |    151 |     3340 |      45 |      8 |      5 |  0 |   0 |                    |     | Nicolas Nuñez          |   2905 |      840 | MjkwNQ== | ODQw
  38506 | BGA0484226                     | TLLU 228929-1 |     20 | PIER      | 25-09-25 16:30 | 25-09-25 20:19 | 25-09-25 21:00 | 25-09-25 21:03 | MVANES20251609                 | ELLIOT GUILLERMO                                             |     82 |     2032 |      18 |      0 |     12 |  1 |   0 |                    |     | MARCOS AVALOS          |   2680 |      841 | MjY4MA== | ODQx
  38796 | MEDUHX076605                   | MEDU 750504-4 |     40 | PIER      | 13-10-25 20:30 | 14-10-25 23:45 | 14-10-25 23:48 | 15-10-25 14:12 | LIFBUE2510002                  | EDO NICOLAS / EFECTOS PERSONALES                             |    171 |     4364 |      45 |      4 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2807 |      842 | MjgwNw== | ODQy
  38757 | CL25070996                     | OOCU 722084-1 |     40 | PIER      | 09-10-25 19:00 | 09-10-25 23:13 | 10-10-25 14:06 | 10-10-25 14:06 | CL25070996                     | TEXTIL                                                       |    130 |     2949 |      75 |      4 |      2 |  0 |   0 |                    |     | Gabriel Jurado         |   2776 |      825 | Mjc3Ng== | ODI1
  38757 | CL25070996                     | OOCU 722084-1 |     40 | PIER      | 09-10-25 19:00 | 09-10-25 23:13 | 10-10-25 14:06 | 10-10-25 14:06 | CL25070996                     | TEXTIL                                                       |    130 |     2949 |      75 |      4 |      2 |  0 |   0 |                    |     | Gabriel Jurado         |   2776 |      843 | Mjc3Ng== | ODQz
  38775 | IBC1386703                     | CAIU 828794-3 |     40 | PIER      | 13-10-25 20:30 | 13-10-25 23:37 | 13-10-25 23:43 | 14-10-25 11:56 | IBC1386703A                    | BONDELLE EMILIA  / EFECTOS PERSONALES                        |    100 |      650 |      15 |      0 |      6 |  0 |   0 |                    |     | Nicolas Nuñez          |   2779 |      844 | Mjc3OQ== | ODQ0
  39002 | HLCURTM250870169               | UACU 832526-8 |     40 | PIER      | 22-10-25 15:00 | 24-10-25 20:22 | 24-10-25 20:27 | 24-10-25 20:30 | LIFBUE25090005                 | MUDANZA - EDSTROM GUN                                        |    320 |     5100 |      55 |      0 |      7 |  0 |   0 |                    |     | Nicolas Nuñez          |   2898 |      845 | Mjg5OA== | ODQ1
  38147 | PUS-HSE-2506-0042              | FCIU 890261-3 |     40 | PIER      | 11-09-25 09:00 | 11-09-25 09:17 | 11-09-25 09:19 | 11-09-25 09:36 | PUS-HSE-2506-0042              | RICOLTEX / COLORANTES                                        |    900 |    24703 |      50 |      0 |      6 |  0 |   0 |                    |     | Gabriel Jurado         |   2516 |      846 | MjUxNg== | ODQ2
  38251 | MEDUJZ580286                   | MEDU 571669-1 |     20 | PIER      | 16-09-25 16:00 | 16-09-25 16:22 | 16-09-25 16:40 | 16-09-25 16:40 | MVANES20253107-1               | PAZ SANTIAGO / VOLVO XC                                      |      1 |     1751 |       6 |      0 |     14 |  0 |   0 |                    |     | Gabriel Jurado         |   2555 |      847 | MjU1NQ== | ODQ3
  38786 | HLCUME3250809359               | HLXU 125886-1 |     20 | PIER      | 13-10-25 20:00 | 13-10-25 22:49 | 14-10-25 12:09 | 14-10-25 12:09 | MVANLT20250210                 | ITCHART MARTIN/ EFECTOS PERSONALES                           |     85 |     2300 |      30 |      4 |      2 |  1 |   0 |                    |     | Gabriel Jurado         |   2804 |      848 | MjgwNA== | ODQ4
